frame,sim_time,x,y,z,yaw,pitch,roll,speed_mps,throttle,brake,steer,gear,acc_x,acc_y,acc_z,gnss_lat,gnss_lon,gnss_alt,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_compass,wp_x,wp_y,wp_road_id,wp_lane_id,odom_m,cloudiness,precipitation,sun_altitude,n_collisions,n_lane_invasions
120,0.0,211.4715118408203,129.55223083496094,-0.004185047000646591,-178.88275146484375,0.020183207467198372,-0.006591795943677425,5.477214077929321,0.8500000238418579,0.0,-0.0022201058454811573,2,-1.8870353698730469,-0.03161117434501648,0.008672905154526234,0.0011699585607935841,0.0018965559803292076,2.7958145141601562,1.2939932346343994,0.01596904546022415,9.818058013916016,-0.00018554127018433064,-0.00276882853358984,-0.00810294970870018,4.731888771057129,211.4716033935547,129.4640655517578,4,1,0.0,5.0,0.0,45.0,0,0
121,0.05,211.19552612304688,129.54714965820312,-0.004191837273538113,-178.8911895751953,0.02791498228907585,-0.005828857421875,5.554344675358219,0.8500000238418579,0.0,-0.0019077168544754386,2,-1.5423774719238281,-0.026854872703552246,0.004827308002859354,0.001171714628085583,0.00188369547942451,2.7958078384399414,1.814926028251648,-0.009031873196363449,9.812087059020996,-0.0003158288891427219,-0.0027255876921117306,0.000882478489074856,4.731741428375244,211.1956024169922,129.4639434814453,4,1,0.2760324886171257,5.0,0.0,45.0,0,0
122,0.1,210.9153594970703,129.5428009033203,-0.004188785329461098,-178.9195098876953,0.03539403900504112,-0.001190185546875,5.628634115970607,0.8500000238418579,0.0,-0.017733264714479446,2,-1.4944744110107422,0.5465655326843262,0.0015167240053415298,0.0011647257225112597,0.0018861818721837517,2.7958104610443115,1.6817089319229126,-0.24643728137016296,9.812718391418457,-0.002249870216473937,-0.0024327009450644255,-0.01655111089348793,4.7312469482421875,210.91542053222656,129.4638214111328,4,1,0.5562328633137379,5.0,0.0,45.0,0,0
123,0.15000000000000002,210.632080078125,129.5391387939453,-0.004171848297119141,-178.95277404785156,0.04132264107465744,0.00542624294757843,5.6784431749126725,0.8500000238418579,0.0,-0.012696292251348495,2,-0.9981632232666016,0.1552477478981018,-0.0012977607548236847,0.0011586928170441086,0.001902119351702453,2.795827627182007,1.2724803686141968,-0.26410043239593506,9.814764022827148,-0.0023025055415928364,-0.0016310446662828326,-0.012643437832593918,4.730666637420654,210.63214111328125,129.4636993408203,4,1,0.8395359523245504,5.0,0.0,45.0,0,0
124,0.2,210.345947265625,129.53570556640625,-0.004142856691032648,-178.9879608154297,0.045331962406635284,0.011411475017666817,5.759159673417598,0.8500000238418579,0.0,-0.012045190669596195,2,-1.615285873413086,0.07686547935009003,-0.003320311661809683,0.0011821554511215393,0.001885809310149452,2.795856237411499,1.1858144998550415,-0.12278062850236893,9.813728332519531,-0.001961712259799242,-0.0013531011063605547,-0.010615672916173935,4.730052471160889,210.34600830078125,129.46356201171875,4,1,1.125689361251467,5.0,0.0,45.0,0,0
125,0.25,210.0570068359375,129.5324249267578,-0.00410676933825016,-179.02044677734375,0.047469813376665115,0.016036681830883026,5.819769986896906,0.8500000238418579,0.0,-0.011381424963474274,2,-1.2127208709716797,0.04270046949386597,-0.004652596544474363,0.0011492534708144265,0.0019009448345723736,2.7958920001983643,1.1764196157455444,-0.11273471266031265,9.811810493469238,-0.0014188813511282206,-0.0008006547577679157,-0.011925666593015194,4.729485511779785,210.0570831298828,129.46343994140625,4,1,1.4146484145868834,5.0,0.0,45.0,0,0
126,0.30000000000000004,209.76478576660156,129.5292205810547,-0.004071063827723265,-179.05496215820312,0.04833041504025459,0.01904037967324257,5.847211925479874,0.8500000238418579,0.0,-0.01077647227793932,2,-0.5492305755615234,0.03612354397773743,-0.005327414255589247,0.0011562035867234192,0.0018822912039134683,2.7959277629852295,1.337104082107544,-0.08518750965595245,9.80884838104248,-0.0008082443382591009,0.00023813675215933472,-0.008810379542410374,4.728883266448975,209.76486206054688,129.4633026123047,4,1,1.7068870519968329,5.0,0.0,45.0,0,0
127,0.35000000000000003,209.47134399414062,129.52601623535156,-0.004022922366857529,-179.09356689453125,0.04642479494214058,0.020434189587831497,5.861842718664867,0.8500000238418579,0.0,-0.010136951692402363,2,-0.2929973602294922,0.03783702850341797,-0.0054044718854129314,0.0011648193858202669,0.0018813406752262605,2.795975923538208,0.552409827709198,-0.04211818426847458,9.814541816711426,-0.0002687585656531155,0.0012762824771925807,-0.01023294497281313,4.728209495544434,209.47140502929688,129.4631805419922,4,1,2.0003463194538376,5.0,0.0,45.0,0,0
128,0.4,209.17425537109375,129.52293395996094,-0.003986606374382973,-179.1253204345703,0.04445086792111397,0.02035527303814888,5.94055584705286,0.8500000238418579,0.0,-0.009349144995212555,2,-1.5744686126708984,0.014471039175987244,-0.005034256726503372,0.001169379326055718,0.0018962218179694953,2.7960124015808105,1.4662914276123047,-0.1007617861032486,9.804142951965332,0.0001923753588926047,0.0011975914239883423,-0.010984402149915695,4.727655410766602,209.17430114746094,129.46304321289062,4,1,2.297450931275115,5.0,0.0,45.0,0,0
129,0.45,208.8758087158203,129.51988220214844,-0.003945560194551945,-179.15499877929688,0.04071475565433502,0.019046224653720856,5.987532409506061,0.8500000238418579,0.0,-0.008776133880019188,2,-0.9396839141845703,0.012276023626327515,-0.004358863458037376,0.0011547885729880402,0.0018744098618558905,2.796053409576416,0.5762466192245483,-0.05666258558630943,9.811371803283691,0.0005973007646389306,0.0013937054900452495,-0.007055353838950396,4.727137088775635,208.87586975097656,129.46290588378906,4,1,2.5959131889722116,5.0,0.0,45.0,0,0
130,0.5,208.57485961914062,129.51683044433594,-0.00391183840110898,-179.18975830078125,0.03678056597709656,0.01689956709742546,6.050886452765096,0.8500000238418579,0.0,-0.008250804618000984,2,-1.2672615051269531,0.014376789331436157,-0.0034242630936205387,0.0011725742240195386,0.0018794490558364002,2.7960875034332275,1.0211230516433716,-0.022245069965720177,9.806607246398926,0.0008267590310424566,0.0012022012379020452,-0.013226174749433994,4.7265305519104,208.5749053955078,129.46278381347656,4,1,2.8968777583455285,5.0,0.0,45.0,0,0
131,0.55,208.27066040039062,129.5138397216797,-0.0038923071697354317,-179.21824645996094,0.03358403965830803,0.014185842126607895,6.130888779453271,0.8500000238418579,0.0,-0.007540266960859299,2,-1.6001510620117188,0.004817396402359009,-0.0024477005936205387,0.001177765687764119,0.001873643225129828,2.796107053756714,1.2850807905197144,-0.0598873570561409,9.803375244140625,0.0009837242541834712,0.0006946772919036448,-0.011363421566784382,4.7260332107543945,208.27072143554688,129.462646484375,4,1,3.2010916783263816,5.0,0.0,45.0,0,0
132,0.6000000000000001,207.9628143310547,129.5108642578125,-0.0038871956057846546,-179.24874877929688,0.03139154613018036,0.011224831454455853,6.165963792411231,0.8500000238418579,0.0,-0.0070703946985304356,2,-0.7016849517822266,0.018362626433372498,-0.0014778133481740952,0.0011597842276955131,0.0018711108508395313,2.796112060546875,1.4550492763519287,-0.035930849611759186,9.803338050842285,0.0010298423003405333,0.0009339021053165197,-0.009232761338353157,4.72550106048584,207.96287536621094,129.46250915527344,4,1,3.5089521268916557,5.0,0.0,45.0,0,0
133,0.65,207.65390014648438,129.50790405273438,-0.003874988527968526,-179.27940368652344,0.02820868045091629,0.008231009356677532,6.185721274417197,0.8500000238418579,0.0,-0.00646704388782382,2,-0.3952503204345703,0.010196492075920105,-0.0006053928518667817,0.0011678439633511577,0.0018702722888977522,2.7961244583129883,0.43973371386528015,-0.011880050413310528,9.812830924987793,0.001006812322884798,0.0012454628013074398,-0.017392275854945183,4.724966049194336,207.65396118164062,129.46237182617188,4,1,3.8178804943862024,5.0,0.0,45.0,0,0
134,0.7000000000000001,207.34242248535156,129.50497436523438,-0.0038698005955666304,-179.31005859375,0.02574981190264225,0.00544288195669651,6.272465726409757,0.8500000238418579,0.0,-0.005919152405112982,2,-1.7349720001220703,0.0026725977659225464,0.00011806492693722248,0.001156720312108529,0.001878510618000613,2.7961297035217285,1.0193337202072144,-0.013153557665646076,9.806572914123535,0.0009079839219339192,0.0004326448542997241,-0.012044999748468399,4.724431037902832,207.34246826171875,129.46221923828125,4,1,4.129371933198916,5.0,0.0,45.0,0,0
135,0.75,207.02696228027344,129.5021514892578,-0.0038808630779385567,-179.3319549560547,0.025080453604459763,0.0030176923610270023,6.34690167925123,0.8500000238418579,0.0,-0.00533231720328331,2,-1.4887809753417969,0.0013828277587890625,0.0006486894562840462,0.0011600726890960335,0.0018493793504787612,2.79611873626709,1.5586607456207275,-0.0636434555053711,9.802909851074219,0.0007835188298486173,-9.088935621548444e-05,-0.004077106714248657,4.724048614501953,207.0270233154297,129.4620819091797,4,1,4.444844768189049,5.0,0.0,45.0,0,0
136,0.8,206.70831298828125,129.49929809570312,-0.003897876711562276,-179.35818481445312,0.025278529152274132,0.0010633522178977728,6.391192252162265,0.8500000238418579,0.0,-0.00500833336263895,2,-0.8859157562255859,0.009246766567230225,0.0010744092287495732,0.0011644140430572538,0.0018450489430678714,2.7961015701293945,1.2695270776748657,0.01064658910036087,9.807019233703613,0.0006015606923028827,-5.2187941037118435e-05,-0.009473551996052265,4.723590850830078,206.70835876464844,129.46194458007812,4,1,4.763506835498449,5.0,0.0,45.0,0,0
137,0.8500000000000001,206.38829040527344,129.49649047851562,-0.0039033698849380016,-179.38111877441406,0.024663811549544334,-0.0004272460355423391,6.4116591853933995,0.8500000238418579,0.0,-0.004479103721678257,2,-0.4094123840332031,0.007556751370429993,0.001301384181715548,0.0011532412823662367,0.0018560884741288114,2.796096086502075,0.5590841770172119,-0.01592080667614937,9.814291954040527,0.00044619914842769504,0.00030875627999193966,-0.007710556965321302,4.7231903076171875,206.3883514404297,129.46180725097656,4,1,5.083541734141181,5.0,0.0,45.0,0,0
138,0.9,206.06663513183594,129.4940643310547,-0.0039030646439641714,-179.4078369140625,0.023687094449996948,0.0,6.453531258704389,0.8500000238418579,0.0,-0.010365977883338928,2,-0.8391571044921875,0.2420346438884735,0.00132579798810184,0.0011497243649303934,0.0018556555053381397,2.7960963249206543,0.6777805089950562,-0.12696972489356995,9.812143325805664,-0.00047200045082718134,0.0002715385053306818,-0.007822094485163689,4.722724437713623,206.0666961669922,129.46165466308594,4,1,5.405206157293097,5.0,0.0,45.0,0,0
